,X1,X2,Y
0,-0.2153256793592766,-0.28850984347241726,0
1,-0.263641585023615,-0.6735409800402834,0
2,-0.8435188245752353,0.21586853871790757,0
3,-0.9348783673203769,0.5515322638691871,0
4,-0.017531823374584254,0.2444735317563369,0
5,-0.8444252059711272,-0.6144537945582973,0
6,-0.7561911575326254,-0.4012584251278154,0
7,-0.3108430653449312,0.6989338452475968,0
8,-0.8862510928125653,0.29056522071399304,0
9,-0.5717953558425499,-0.335306574696449,0
10,-0.6132716199721926,-0.5673461939928346,0
11,-0.10460924171334673,0.5330086681490234,0
12,-0.7545814472941391,-0.09884868511880585,0
13,-0.7971047793232277,-0.7605978369644113,0
14,-0.017284444327565707,-0.494862452587006,0
15,-0.35998568493234395,0.1877802075968964,0
16,-0.10576676023631637,0.3061295097777259,0
17,-0.1882105623234166,-0.7356982654645379,0
18,-0.7141423067999189,0.7618904983349271,0
19,-0.013417705140286285,0.22926891873386102,0
20,-0.429188003613454,-0.3452734067622817,0
21,-0.7521308803593284,0.027946610553875484,0
22,-0.027801315287721007,0.1488959749461929,0
23,-0.5270149345304247,-0.8911833327273608,0
24,-0.18578437841733086,-0.9224806856353658,0
25,-0.3148324547848381,-0.8490949507442668,0
26,-0.6211748725816904,-0.2214957165282171,0
27,-0.8916367768414418,-0.4444296135247675,0
28,-0.7198069701042918,-0.6881973483256287,0
29,-0.03228840178385661,-0.23991688021068625,0
30,-0.748534680704853,-0.05412024973033891,0
31,-0.7701735615706198,0.4259710005524757,0
32,0.023741739294728337,-0.9437504626880628,0
33,-0.16063234310657604,0.1439077310778727,0
34,-0.6724247715716749,-0.6144652998340532,0
35,-0.04079431571102954,-0.5026982251117025,0
36,-0.2432076797581325,0.2277070723094614,0
37,0.03964875087803588,-0.576524970895824,0
38,-0.6944774176657235,-0.5331578932481077,0
39,-0.5265671317963846,0.21218005951119845,0
40,-0.7147366552860764,-0.28547356710858396,0
41,-0.5978403977759021,0.40946182767367145,0
42,-0.48450666440792456,-0.7485346394207395,0
43,-0.3924051963147265,0.30965311813983276,0
44,-0.6388981634226525,0.39870897390710724,0
45,-0.20847046683767256,0.4125923073897775,0
46,-0.8270015916261927,-0.34250071389078596,0
47,-0.1043849552782925,-0.7620632956740184,0
48,-0.8071785376873115,-0.953082012206799,0
49,-0.7340742715996484,-0.4330787475754543,0
50,-0.7653585388272357,-0.1969911580742747,0
51,-0.6130730444132063,-0.8036655640066597,0
52,-0.1250387263006173,-0.5295568838742206,0
53,-0.3163154245396895,-0.8423110030099075,0
54,-0.09446357124250415,-0.10116658840673076,0
55,-0.39820848512177476,-0.3096204714799673,0
56,-0.6097135272672591,-0.44860881594682367,0
57,-0.8565819097192189,-0.6723971070330759,0
58,-0.3469173302454809,-0.3444031318587113,0
59,-0.9715994921599319,-0.5526278967948297,0
60,-0.08497146318855109,-0.46068699557786963,0
61,-0.6790242790167118,-0.38479579378837037,0
62,-0.054698922453825016,-0.11992843839650202,0
63,-0.003488592526509904,-0.028638490119158977,0
64,-0.34046020938215193,-0.4551582921079721,0
65,-0.4404524605876514,-0.5258027399617351,0
66,-0.1530265633404363,-0.7303713885683322,0
67,-0.3760576257350614,0.25679406359921075,0
68,-0.8303323713221797,-0.12582394690401566,0
69,-0.5374697099121823,-0.48378021113928293,0
70,-0.12584843472624974,-0.8417718199155588,0
71,-0.5868665883992737,0.10120713134584958,0
72,0.1241472884871424,-0.45487820929315836,0
73,-0.08388026194721299,-0.02084612843380429,0
74,0.05691869513168002,-0.5293912051756495,0
75,0.22651526263860422,-0.19228448540067178,0
76,-0.7907514183330788,-0.7930361729648154,0
77,-0.11327294549017586,-0.18430038244103486,0
78,-0.9284451625977066,-0.33913574467722485,0
79,0.15562201489134853,-0.4487585896842815,0
80,-0.025216405064768965,-0.7150512228156014,0
81,-0.935179372231824,-0.9137549886339272,0
82,-0.3504602165845775,-0.826564207710625,0
83,-0.8096401896159382,-0.9433015446525341,0
84,-0.5919606314643677,-0.4786663427110144,0
85,0.19697693198028743,-0.9051290573278358,0
86,-0.9782254898831988,-0.12214554180222503,0
87,0.1683147051003726,-0.4367856379879097,0
88,0.13193199705609304,-0.36318722973662776,0
89,-0.3458604443658607,-0.4388242427893815,0
90,-0.305935662666705,-0.694342359473558,0
91,-0.6773437623300433,-0.5070310915180458,0
92,-0.32082799995234335,0.002436148793881987,0
93,0.1550721114083884,-0.0017640414468096388,0
94,-0.32784846930245126,-0.5238602290928769,0
95,-0.6210097155724665,-0.5875061197975372,0
96,0.08595343507333153,-0.9609232325368623,0
97,0.003368923251361622,-0.6256562642693845,0
98,-0.8202631773900808,-0.7937785522143712,0
99,0.07410209387265776,-0.3987933050999135,0
100,0.22502849533461178,-0.33938749092647125,0
101,0.1282976244433851,-0.7889324813282397,0
102,0.016566132288326596,-0.8746251412655762,0
103,-0.4114388696010082,-0.5586358429995075,0
104,-0.37381877304849,-0.1049540062140778,0
105,-0.4078697437697718,-0.8100825701941614,0
106,-0.585116134513785,-0.9923016741798495,0
107,0.134628196230004,-0.7260767001137596,0
108,-0.5522480255252271,-0.7961835131729973,0
109,-0.6387493955225522,-0.8271411119294709,0
110,-0.08429699189110951,-0.5875534563912347,0
111,-0.3411765391082764,-0.99991769432351,0
112,-0.3372684593232892,-0.48944963807918196,0
113,-0.8368912776805666,-0.7060655660843866,0
114,-0.830151948125614,-0.8931011477793385,0
115,-0.8186609339117795,-0.3593067246209217,0
116,-0.6426642190288967,-0.8047319108711519,0
117,-0.2717523275828484,-0.9359564581204709,0
118,-0.613708601417057,-0.8635221965323472,0
119,-0.754925944086765,-0.49797904894464085,0
120,-0.7917111977115446,-0.35474344933128854,0
121,-0.21664699802191,-0.9876667977714807,0
122,0.06535489375236403,-0.9730182919463641,0
123,0.1680528616258674,-0.7572193462717357,0
124,-0.43932934872639506,-0.6442045011871376,0
125,-0.1550516804261972,-0.9083641685163376,0
126,0.2532578849745277,-0.6389468636929372,0
127,-0.655480172132735,-0.3538679633858738,0
128,0.3202878325542218,-0.9281343792421185,0
129,-0.659246997341659,-0.8305991521704915,0
130,-0.34958945853542656,-0.8230745866452581,0
131,-0.3167731583436053,-0.6131059239952728,0
132,-0.07878210022376197,-0.7975780769555711,0
133,-0.9015874912811723,-0.48354305534517805,0
134,-0.9324051059751077,-0.6720743060908114,0
135,-0.7892276008750871,-0.47655818280016427,0
136,-0.11163800013503211,-0.8411750541611451,0
137,-0.21923489919963401,-0.9422171012773342,0
138,-0.8393408386324829,-0.7842102498489274,0
139,0.27497247939579794,-0.7646118553175681,0
140,-0.6328407500666495,-0.587499571730206,0
141,0.31711974209245564,-0.519644962717009,0
142,-0.7585785773999261,-0.6986855481561285,0
143,-0.7397464277716886,-0.5632735256474285,0
144,-0.46120015807956904,-0.5908486141628027,0
145,-0.9832075824657054,-0.9361535310320878,0
146,-0.3472088184390866,-0.6764571462323213,0
147,-0.4798823785075048,-0.9065407644299723,0
148,-0.9069505271746687,-0.6269078314180936,0
149,-0.3246329583284845,-0.7347246301596122,0
150,0.037658615370321336,-0.9634661675148318,0
151,0.4081371350539813,-0.9792056086147625,0
152,-0.7256480613672301,-0.7389012248181267,0
153,0.15634280117008803,-0.6976747315458698,0
154,-0.8733528175301155,-0.809598566244534,0
155,-0.9098946935345991,-0.6221351644389403,0
156,-0.1573738280693584,-0.9486451517733867,0
157,-0.19480917195809688,-0.9305723711606457,0
158,0.2839196368908836,-0.6724488946944609,0
159,-0.6425411724051698,-0.8427259464499589,0
160,-0.8694944096676522,-0.8571502095633425,0
161,0.18443659844643823,-0.8573644145137556,0
162,0.3802202672427877,-0.7781211873480989,0
163,0.1708101482427904,-0.8088710625598415,0
164,-0.16852846346820471,-0.8990828659598926,0
165,-0.927283460737571,-0.8105573557448695,0
166,-0.2873951610137878,-0.8762062524122487,0
167,0.07562840058169762,-0.7555105373932007,0
168,-0.8306188918151942,-0.7878351284145373,0
169,0.36847126856765344,-0.9509493784170857,0
170,0.41757087366470813,-0.8863395540791374,0
171,-0.21420701642248274,-0.8156377560102946,0
172,-0.9721041049091563,-0.8583218591071109,0
173,0.014996273378391711,-0.8258633103900814,0
174,-0.08380707954938083,-0.908174375299956,0
175,0.4520047291586742,-0.9506559985999007,0
176,-0.09330320517803214,-0.8857300458406796,0
177,-0.9119794248659988,-0.9867631340511487,0
178,0.25416209195944695,-0.9777880949066662,0
179,-0.15451793340528697,-0.931671859647645,0
180,0.3622138052616677,-0.9611710401723241,0
181,-0.5934158098787363,-0.9835457217254931,0
182,-0.8560334236155354,-0.9578589454286979,0
183,-0.9881420782912583,-0.980805188224501,0
184,-0.9342411658800177,-0.9708687612730583,0
185,0.3741269896533481,-0.9659302024094778,0
186,-0.2551293930268751,-0.9713661124261698,0
187,-0.6975128628111222,-0.9929566596758534,0
188,-0.17908776312770003,-0.9860138513656828,0
189,-0.034888588123175746,-0.9992569208630371,0
190,0.41631201870537016,0.9999999999999981,1
191,0.45169753194620926,0.9979080520420913,1
192,0.5081968702121189,0.9818715245761365,1
193,0.6116820405575628,0.991898601169032,1
194,0.38604393290900874,0.9995616711221748,1
195,0.49550747600193396,0.9677150735146517,1
196,0.8822595736441835,0.9769466484265117,1
197,0.29659310997895283,0.9997608692938545,1
198,0.8171854355244716,0.9590425203119098,1
